DateTime,news
9/23/2019,"Global Markets: Asian shares firmer on improved Sino-U.S. trade tone, oil up 1%"
9/23/2019,"GLOBAL MARKETS-Asian shares firmer on improved Sino-U.S. trade tone, oil up 1%"
9/22/2019,3 Top Oil Stocks to Buy Now
9/22/2019,"This Week in Business: No More E-Cigarettes at Walmart, and an Attack on the World’s Oil Supply"
9/22/2019,Rogue Trader's $320M Loss On Bad Oil Bets Leaves Mitsubishi Seeing Red
9/23/2019,RPT-UPDATE 3-Mitsubishi says Singapore-based oil trader lost $320 mln in unauthorised trades
9/23/2019,"CORRECTED-GLOBAL MARKETS-Asian shares gain on better Sino-U.S. trade tone, oil climbs"
9/23/2019,"Asian shares gain on better Sino-U.S. trade tone, oil climbs"
9/23/2019,"GLOBAL MARKETS-Asian shares gain on better Sino-U.S. trade tone, oil climbs"
9/23/2019,"U.S. stock futures gain on better trade tone, oil climbs"
9/21/2019,Pan Pacific sees global copper shortage shrinking in 2020
9/21/2019,China traders cut back Iran iron ore purchases ahead of tariff hike
9/21/2019,"People are worried that labor strife, oil shocks, and the Fed could lead to an economic disaster — here's why they're wrong"
9/21/2019,Fin24.com | Rogue oil trader causes $320m loss at Mitsubishi unit
9/21/2019,Can coffee growing in Mozambique save a rainforest and keep the peace?
9/20/2019,"West Red Lake Gold Closes $440,000 Financing"
9/20/2019,Oil slips on trade fears but soars in week after Saudi production attacked
9/23/2019,Govt planning to phase out oil exploration - Varadkar
9/23/2019,"GLOBAL MARKETS-U.S. stock futures gain on better trade tone, oil climbs"
9/23/2019,"RPT-Saudi switches crude grades, delays oil supplies to buyers in Asia"
9/23/2019,Aluminium industry must commit to carbon reductions
9/23/2019,Aluminium industry must commit to carbon reductions
9/21/2019,"Area 51 raid, Alienstock were more like a music fest with tinfoil hats     - CNET"
9/21/2019,Should U.S. Oil Investors Be Concerned About Declining Rig Count Numbers?
9/21/2019,US to send troops to Saudi Arabia after oil strike
9/21/2019,US to send troops to Saudi Arabia after oil strike
9/21/2019,Tom Palmer on his new vision for world’s largest gold miner
9/20/2019,'Temporary' Oil Outage To Gulf War III: Where From Here After Saudi Drone Attacks?
9/20/2019,"U.S. oil prices up 6% for the week, biggest weekly gain in 3 months"
9/20/2019,"Oct. WTI oil down 4 cents, or 0.07%, to end at $58.09/bbl"
9/20/2019,"Oct. WTI contract expires, falls for the session but gains nearly 6% for the week"
9/20/2019,"New front-month contract Nov. WTI oil settles at $58.09/bbl, down 10 cents, or 0.2%"
9/20/2019,"Oct. WTI oil, which expires at the settlement, was at $57.90/bbl, down 23 cents, or 0.4%"
9/20/2019,Major oil company plans 7 wells in Alaska petroleum reserve
9/22/2019,Real crunch from Saudi Arabia's oil outage has yet to be felt
9/22/2019,"The Saudi Oil Shock: Who Wins, Who Loses"
9/22/2019,The REAL Oil Opportunities: Dividends Up To 8.5%
9/22/2019,"Fin24.com | Despite Saudi turmoil, new oil shock unlikely"
,
9/21/2019,"Silver price to hit $20 in 8 weeks, says expert who correctly called $1,500 gold"
9/20/2019,Ascot Resources interects 24.45 g/t gold over 8.43 metres at premier project
9/20/2019,Oil slips on trade fears but soars in week after Saudi production attacked
9/20/2019,First Mexican Gold Corp. Completes Consolidation
9/20/2019,UPDATE 9-Oil slips on trade fears but soars in week after Saudi production attacked
9/20/2019,Phillips 66 says Beaumont oil terminal remains shut down
9/20/2019,WTI oil futures turn lower ahead of the Nymex settlement
9/20/2019,U.S. shale producers boost oil hedging after Saudi attack: sources
9/20/2019,Gold futures score first weekly gain in a month
9/20/2019,Syrian activists: Anti-govt protests held in oil-rich east
9/20/2019,Oil heads for weekly gain of around 8% after Saudi attacks
9/20/2019,Oil heads for weekly gain of around 8% after Saudi attacks
9/20/2019,Oil heads for weekly gain of more than 7% after Saudi attacks
9/20/2019,Oil heads for weekly gain of more than 7% after Saudi attacks
9/20/2019,UPDATE 6-Oil heads for weekly gain of more than 7% after Saudi attacks
9/20/2019,"Wall Street, Main Street bullish on gold but neutral sentiment growing"
9/20/2019,"UPDATE 2-U.S. sanctions Iran's central bank, fund after Saudi oil attack"
9/20/2019,Media visit Saudi oil plant damaged in strike blamed on Iran
9/20/2019,Saudi Aramco sees full oil production from attacked sites by end September
9/20/2019,The Wall Street Journal: Rogue oil trader in Singapore loses $320 million
9/20/2019,"Trump Announces New Sanctions on Iran, Escalating Pressure In Wake Of Saudi Oil Attack"
,
9/20/2019,Baker Hughes data show U.S. oil-rig count down a fifth straight week
9/20/2019,U.S. weekly active oil-rig count down 14 to 719: Baker Hughes
9/20/2019,October WTI oil trades at $58.96/bbl vs. $58.92 before the rig data
9/20/2019,U.S. oil drillers cut rigs to lowest since May 2017 -Baker Hughes
9/20/2019,Deficit-stricken palladium soars in record run; gold eyes weekly gain
9/20/2019,Is gold's new catalyst already here?
9/20/2019,UPDATE 1-Saudi Aramco sees full oil production from attacked sites by end September
9/20/2019,"Media visits wrecked Saudi oil plant, Iran vows to strike back if attacked"
9/20/2019,"Stimulus supports stocks, oil heads higher"
9/20/2019,"GLOBAL MARKETS-Stimulus supports stocks, oil heads higher"
9/20/2019,"Media tour wrecked Saudi oil plant, Iran vows to strike back if attacked"
9/20/2019,Rogue oil trader hits Mitsubishi unit for $320 million
9/20/2019,"Agriculture, Fisheries And Textiles To Face Same Climate Scrutiny As Oil And Gas"
9/20/2019,Saudi oil strike: Iran pursuing 'strategy of escalation'
9/20/2019,"Asia Gold: Demand tepid in top markets, India muted ahead of festivals"
9/20/2019,Man accused in corn rake killing testifies: I didn’t do it
9/20/2019,Benchmark Metals Inc. : Benchmark Drills 5.01 g/t Gold Equivalent over 25 Meters and Extends Mineralization at Depth and Along Strike in the First Drill-Hole Completed at the AGB Zone
,
9/20/2019,Journalists see heart of Saudi oil industry after attack
9/20/2019,Mitsubishi says Singapore-based oil trader lost $320 million in unauthorised trades
9/20/2019,Global Markets: Stimulus soothes stocks as oil heads higher
9/20/2019,"Petronas to step up security after Saudi attacks, warns on oil price volatility"
9/20/2019,Futures Movers: Oil posts biggest weekly gain in months after attacks on Saudi facilities
9/20/2019,Has Royal Gold (RGLD) Outpaced Other Basic Materials Stocks This Year?
9/20/2019,Is Silver Standard Resources (SSRM) Outperforming Other Basic Materials Stocks This Year?
9/20/2019,Saudi Aramco says full oil production in Abqaiq will be back by end of September
9/20/2019,Benchmark Drills 5.01 g/t Gold Equivalent over 25 Meters and Extends Mineralization at Depth and Along Strike in the First Drill-Hole Completed at the AGB Zone
9/20/2019,"Stock Market Resilient Amid Soaring Crude Oil Prices, Fed Rate Cut, China Trade News; Microsoft, Adobe, FedEx, GM, Roku In Focus: Weekly Review"
9/20/2019,Rogue oil trader hits Mitsubishi unit for $320 million
9/20/2019,"Ethos Gold Announces Flow-Through Financing to Raise $1.0 Million for Drilling at its Ligneris project, Abitibi, Québec"
9/20/2019,Inside Saudi Arabia's response to a raid on the heart of the oil kingdom
9/20/2019,"Gold, silver prices see choppy trading"
9/20/2019,Stimulus soothes stocks as oil heads higher
9/20/2019,GLOBAL MARKETS-Stimulus soothes stocks as oil heads higher
9/20/2019,CANADA STOCKS-TSX futures rise on higher oil prices
9/20/2019,"A rogue trader lost $320 million on wrong-way oil bets, prompting Mitsubishi to fire the person and alert police"
9/20/2019,Kuwait raises security alert level at oil and commercial ports: KUNA
9/20/2019,"Saudi switches crude grades, delays oil supplies to buyers in Asia"
9/20/2019,Pan Global Commences Drilling at Torrubia Copper Target in Aguilas Project in Spain
9/20/2019,"Shares soothed by stimulus, oil heads higher"
9/20/2019,"Gold edges higher as softer dollar, Gulf tensions lend support"
9/20/2019,Oil heads for 7% weekly gain after Saudi attacks
9/20/2019,Oil heads for 7% weekly gain after Saudi attacks
9/20/2019,Man accused in corn rake killing testifies: I didn't do it
9/20/2019,Enterprise Products to Carry More Natural Gas From Haynesville
9/20/2019,Mitsubishi says Singapore-based oil trader lost $320 million in unauthorized trades
9/20/2019,How Kirkland Lake Gold (KL) Stock Stands Out in a Strong Industry
9/20/2019,UPDATE 3-Mitsubishi says Singapore-based oil trader lost $320 mln in unauthorised trades
9/20/2019,"Saudi switches crude grades, delays oil supplies to buyers in Asia"
9/20/2019,Oil heading for 7% weekly gain after Saudi attacks
9/20/2019,Can coffee growing in Mozambique save a rainforest and keep the peace?
9/20/2019,"Global Markets: Shares soothed by stimulus, oil heads higher"
9/20/2019,Diamond Core Drilling Underway at FireFox's Mustajarvi Gold Project in Finland
9/20/2019,"GLOBAL MARKETS-Shares soothed by stimulus, oil heads higher"
9/20/2019,Partners to boost oil recovery at US St Malo field -Equinor
9/20/2019,"GLOBAL MARKETS-Economic stimulus lifts shares, oil edges up on Mideast tensions"
,
9/20/2019,"Metals Stocks: Gold futures gain 1% for the week, after 3 straight weekly declines"
9/20/2019,Gold Price Rebounds on Global Growth Concerns: 5 Top Picks
,
9/20/2019,CGG Geoscience Completes Study for Kuwait Gulf Oil Company
9/20/2019,ExxonMobil Discovers Oil Offshore Guyana at Tripletail
9/20/2019,Standard Life Aberdn : Form 8.3 - Nostrum Oil & Gas PLC
9/20/2019,Peel Hunt LLP : Form 8.5 (EPT/RI) - Nostrum Oil & Gas Plc
9/20/2019,UPDATE 2-Mitsubishi says Singapore-based oil trader lost $320 mln in unauthorized trades
9/20/2019,Japan's Pan Pacific sees global copper shortage shrinking in 2020
9/20/2019,Mitsubishi says rogue trader lost $320m on oil bets
9/20/2019,Eastfield Resources Update on Hedge Hog Gold Copper Property in Fledgehog Project in British Columbia
9/20/2019,Anaconda Mining to Ship Bulk Sample from Goldboro Gold Project in Nova Scotia
9/20/2019,Transition Metals Reports New Zones of Mineralization at Highland Gold project in Cape Breton in Nova Scotia
9/20/2019,Osisko Gold Royalties Announces First Gold Pour at the Eagle Gold Mine
9/20/2019,Crystal Lake Mining Intersects Gold at Newmont Lake Project in BC
9/20/2019,Iran Copper Products Output Up by 13%
9/20/2019,Kazakhstan Copper & Zinc Output in Jan to Aug
9/20/2019,Philippines to Benefit from Indonesia Nickel Ore Ban
9/20/2019,"Fitch Lowers 2019 Zinc Price to USD 2,500 a Tonne"
9/20/2019,China August Zinc Output at Highest Since Dec 2017 - NBS
9/20/2019,Chaarat Gold Hlgs Ld : Issuance of shares in Company
9/20/2019,Chaarat Gold Hlgs Ld : Grant of share awards & options & Issue of Equity
9/20/2019,Baron Oil PLC : Award of UK 31st Offshore Round Licences
9/20/2019,"Asian shares gain on economy hopes, oil edges up on Mideast tensions"
9/20/2019,"Global Markets: Asian shares gain on economy hopes, oil edges up on Mideast tensions"
9/20/2019,HMS Group : Rub 1 BN Oil & Gas Equipment Contracts
9/20/2019,Gold Bullion Secs : Issue of ETFS Gold Bullion Securities Limited
9/20/2019,Erdene starts Drilling Program at the Khundii Gold Project in Mongolia
,
9/20/2019,"Luckystrike Resources Reports Results of 2019 Drill Program at the Lucky Strike Property, White Gold District, Yukon"
9/20/2019,"Economic stimulus lifts shares, oil edges up on Mideast tensions"
9/20/2019,Tensions in Middle East hoist oil prices to largest weekly gain for months
9/20/2019,Colorado Resources Starts Drilling on Castle Copper-Gold Property in Golden Triangle
9/20/2019,ALX Uranium Corp Drilling Underway at Close Lake Uranium Project in Athabasca Basin in Canada
9/20/2019,"Global Markets: Economic stimulus lifts shares, oil edges up on Mideast tensions"
9/20/2019,JKX Oil & Gas PLC : Board Committee Appointments
9/20/2019,Alien Metals Limited : Acquiring 51% interest in two iron ore projects
9/20/2019,"Gold up on soft dollar, set for first weekly gain in four"
9/20/2019,Brent crude continues its rocky ride
9/20/2019,Brent crude continues its rocky ride
9/20/2019,RPT-COLUMN-Oil traders reassess interruption of Saudi output: Kemp
9/20/2019,"GLOBAL MARKETS-Asian shares gain on economy hopes, oil edges up on Mideast tensions"
9/20/2019,"WRAPUP 5-U.S. building coalition after Saudi oil attack, Iran warns against war"
9/20/2019,"Everything Jim Cramer said on 'Mad Money,' including Costco downgrade, Expedia CEO, Chipotle, oil"
9/20/2019,Why Jim Cramer thinks it's time to sell some of your oil stocks
9/20/2019,Jim Cramer says now's the time to sell some of your oil stocks
9/19/2019,"The Saudis Are Keeping the Oil Flowing, but It’s Not Easy"
,
9/20/2019,Clariant AG : Clariant AG: Clariant and ORLEN Poludnie announce license agreement on sunliquid® cellulosic ethanol technology
9/20/2019,"Global Markets: Economy hopes support shares, oil edges up on Mideast tensions"
9/20/2019,"Economy hopes support shares, oil edges up on Mideast tensions"
9/20/2019,"GLOBAL MARKETS-Economy hopes support shares, oil edges up on Mideast tensions"
9/20/2019,METALS-London copper rises on upbeat U.S. housing data; set for weekly drop
9/20/2019,"PRECIOUS-Gold edges higher on soft dollar, heads for first weekly gain in four"
9/20/2019,Aboriginal-owned iron ore producer to create 240 jobs at Pilbara site
9/20/2019,Pumping up gold production rates at Greenfields Mill
9/20/2019,"WRAPUP 4-U.S. building coalition after Saudi oil attack, Iran warns against war"
9/19/2019,Copper miner First Quantum Minerals draws takeover interest - Bloomberg
9/19/2019,Profits are up 170% at Trans-Siberian Gold
9/19/2019,"Global Markets: Shares edge up after Fed rate cut, oil prices gain"
9/19/2019,"Shares edge up after Fed rate cut, oil prices gain"
9/19/2019,TC Energy's Marketlink oil pipeline shut as flooding disrupts ops at Gulf Coast terminals - traders
9/19/2019,Brent rises 1% as Saudi supply risks come into focus
9/19/2019,"Shares rise after Fed rate cut, oil prices gain"
9/19/2019,"Global Markets: Shares rise after Fed rate cut, oil prices gain"
9/19/2019,"GLOBAL MARKETS-Shares rise after Fed rate cut, oil prices gain"
9/19/2019,U.S. oil prices pare most of their gains as gasoline futures rally
9/19/2019,"WTI oil nearly erases its gains, with Oct. contract up 2 cents to settle at $58.13/bbl"
9/19/2019,"CO2 goals to complicate PSA, Renault labour talks"
9/19/2019,Saudi oil strike: Iran pursuing ‘strategy of escalation’
,
9/19/2019,"GLOBAL MARKETS-Shares edge up after Fed rate cut, oil prices gain"
9/19/2019,Saudi Arabia ‘bullies’ wealthy families to pump cash into oil IPO
9/19/2019,Saudi Arabia ‘bullies’ wealthy families to pump cash into oil IPO
9/19/2019,UPDATE 2-TC Energy shuts oil line as flooding disrupts U.S. Gulf terminals - traders
9/19/2019,UPDATE 1-TC Energy shuts oil line as flooding disrupts U.S. Gulf terminals - traders
,
9/19/2019,"Gold gains support from weak dollar post-Fed, palladium sets record"
9/19/2019,Gold doesn’t need a dovish Fed to move higher - Direxion
9/19/2019,Gold gains support from weaker dollar after less-dovish Fed
9/19/2019,Gold marks first loss in 4 sessions
9/19/2019,"The Moneyist: My sister-in-law is a greedy, gold-digging, woman — it floored me that men could be so stupid"
9/19/2019,"Gold down amid better risk appetite, divided Fed"
9/19/2019,"Giga Metals: Updated Resource Estimate Increases Measured Plus Indicated Resources at Turnagain by 24% to 1.07 Billion Tonnes, While Contained Nickel Increases by 28.3% to 5.2 Billion Pounds"
9/19/2019,UPDATE 3-Real crunch from Saudi Arabia's oil outage has yet to be felt
9/19/2019,"Global Markets: Shares rise after Fed cut, oil prices jump"
9/19/2019,Fin24.com | The oil tycoon that got R29bn richer in a day
9/19/2019,Equinor (EQNR) Discovers Natural Gas in Orn Exploration Well
9/19/2019,Pakistan PM expresses full support to Saudi Arabia after attacks on oil facilities - SPA
9/19/2019,"U.S. building coalition after Saudi oil attack, Iran warns against war"
9/19/2019,"Russia's Novak speaks to Saudi minister, says no change to oil deal"
9/19/2019,"CO2 goals to complicate PSA, Renault labor talks"
9/19/2019,Futures Movers: Gasoline futures rally as tropical storm floods Texas; U.S. crude oil nearly erase the day’s gain
9/19/2019,"The Zacks Analyst Blog Highlights: Crocs, Kinross Gold, MasTec, Quanex Building Products and Rent-A-Center"
9/19/2019,Ovo pledges to eliminate customer CO2 emissions
9/19/2019,EIA reports a bigger-than-expected weekly rise U.S. natural-gas supplies
9/19/2019,Court suspends key permits for planned Minnesota copper mine
9/19/2019,The Wall Street Journal: Saudi Arabia looks to import oil in order to keep exports flowing
9/19/2019,Defense Stocks Set to Gain After Strike on Saudi Oil Facility
9/19/2019,Watchdog says global oil consortium hurting South Sudan
9/19/2019,"Shares rise after Fed cut, oil prices jump"
9/19/2019,"GLOBAL MARKETS-Shares rise after Fed cut, oil prices jump"
,
9/19/2019,Anglo Asian's H1 Azerbaijan gold output rises 3.3% yr/yr
9/19/2019,COLUMN-Oil traders reassess interruption of Saudi output: Kemp
9/19/2019,UPDATE 2-Real crunch from Saudi Arabia's oil outage has yet to be felt
9/19/2019,"Gold prices still holding $1,500 despite rise in U.S. existing home sales"
9/19/2019,Benchmark Closes Its Acquisition of a 100% Interest in the Lawyers Gold-Silver Property
9/19/2019,"Listen: From Banks to Bob Seger and the Silver Bullet Band and more, a playlist of songs by musicians playing in Seattle Sept. 20-26"
9/19/2019,"Gold back above $1,500 on growth woes, Middle East tensions post-Fed"
9/19/2019,Gold prices remain under pressure following stronger-than-expected Philly Fed manufacturing survey
9/19/2019,WRAPUP 2-Iran warns against war as U.S. and Saudi weigh response to oil attack
9/19/2019,"Gold prices pull back as risk aversion wanes, Federal Reserve divided"
9/19/2019,"What Should Young Children Drink? Mostly Milk and Water, Scientists Say"
9/19/2019,Ex-lover in corn rake killing: Woman was afraid of husband
9/19/2019,Ex-lover in corn rake killing: Woman was afraid of husband
9/19/2019,Crude Oil Prices Rise As Iran Warns Of 'All-Out War'; Pentagon Responds
9/19/2019,UPDATE 1-Real crunch from Saudi Arabia's oil outage has yet to be felt
,
9/19/2019,Metals Stocks: Gold logs first loss in 4 sessions after Fed delivers ‘hawkish cut’ to interest rates
9/19/2019,Giyani Metals says completes departure from SA gold in favour of Botswana manganese
9/19/2019,Benchmark Metals Inc. : Benchmark Closes Its Acquisition of a 100% Interest in the Lawyers Gold-Silver Property
9/19/2019,Uganda calls for bids in effort to re-open long-idled Kilembe copper assets
9/19/2019,Iran warns against war as U.S. and Saudi weigh response to oil attack
9/19/2019,WRAPUP 1-Iran warns against war as U.S. and Saudi weigh response to oil attack
9/19/2019,Real crunch from Saudi Arabia's oil outage has yet to be felt
9/19/2019,Natural Gas & Wind to be Fastest Growing Sources of Electricity Generation in US - EIA
9/19/2019,Premier Oil PLC : Holding(s) in Company
9/19/2019,U.S. and Gulf allies discuss response to Saudi oil attack
9/19/2019,Oil prices edge up after turbulent week as Saudi Arabia reassures on output
9/19/2019,Gold flat after uncertain Fed outlook
9/19/2019,Numis Securities Ltd : Form 8.5 (EPT/RI) - Nostrum Oil and Gas plc
9/19/2019,Indonesia Triples Freeport Copper concentrate Export Quota
9/19/2019,Sienna Resources Contracts Driller on Flagship Slattberg Nickel-Copper-Cobalt Project in Sweden
9/19/2019,Philippine Suspended Nickel Mining in Southern Philippines
9/19/2019,Zanaga Iron Ore : Holding(s) in Company
9/19/2019,Jersey Oil & Gas PLC : Completion of 31st Supplementary Offshore
9/19/2019,IronRidge Resources : Exploration Update - C�te d'Ivoire Gold Portfolio
9/19/2019,Real crunch from Saudi Arabia's oil outage has yet to be felt
9/19/2019,Oil prices rise as Saudi supply risks come into focus
9/19/2019,Global Oil Market Well Supplied - IEA
9/19/2019,Copper Fox Announces Additional Analytical Results for Van Dyke Project
,
9/19/2019,Fitch Solutions Revises Zinc Price
9/19/2019,Import of Refined Copper Cost India USD 2.5 Billion - IFC Report
9/19/2019,"France: ""not very credible"" that Yemenis attacked Saudi oil plants"
9/19/2019,Pretivm Repurchases 100% of Gold Offtake Agreement
9/19/2019,American Pacific Mining Starts Drilling at Tuscarora Gold Project in Nevada USA
9/19/2019,Strikepoint Gold Assay Results at Willoughby in BC
9/19/2019,Kinross Gold Proceeding with Tasiast 24k project
9/19/2019,"Ely Gold Royalties Purchases Gold Bar Royalty (TSX-V: ELY, OTCQB: ELYGF)"
9/19/2019,Trans-Siberian Gold : Interim Results
9/19/2019,Conroy Gold & Natural Reso : Update on Clontibret Gold Deposit
9/19/2019,Iran First 5 Months Iron Ore Concentrate Output Reached 19 Million tonnes
9/19/2019,PRECIOUS-Gold edges lower after Fed delivers mixed signals
9/19/2019,Horizon continues West Australian gold re-shuffle
9/19/2019,Wall Street Is Bullish on These Oil Stocks Following Crude's Recent Bounce
9/19/2019,Meteoric unveils gold bonanza at Juruena
9/19/2019,"Report: Cleanup of abandoned oil, gas wells could cost US"
9/18/2019,"Fin24.com | What Africa's central banks may do in the next 10 days, and how the oil price shock could hit"
9/18/2019,UPDATE 1-China Gold sees Canada's Iamgold as good fit -executive
9/18/2019,"Gold bar finally poured after 'blood, sweat and tears'"
9/18/2019,China Gold sees Canada's Iamgold as good fit -executive
9/19/2019,Anaconda Mining to File New Document for Goldboro Gold Project
9/19/2019,Nova Minerals Update on Exploration at Estelle Gold Property
,
9/19/2019,"UPDATE 1-Brazil's Petrobras increases gasoline, diesel prices after Saudi attacks"
9/19/2019,"Saudis couldn't stop oil attack, even with top US defenses"
9/18/2019,"Brazil's Petrobras increases gasoline, diesel prices in wake of Saudi attacks"
9/18/2019,Kirkland Lake Gold (KL) Stock Sinks As Market Gains: What You Should Know
9/18/2019,Sienna Resources Amends Terms on Slättberg Nickel-Copper-Cobalt Project in Sweden
9/18/2019,Permian Oil Production Growth to Continue: 5 Stocks in Focus
9/18/2019,"Saudis couldn’t stop oil attack, even with top US defenses"
9/18/2019,Upstream Energy Stocks Decline as Crude Oil Price Falls 6%
9/18/2019,"Oil tycoon T. Boone Pickens left behind an incredible letter about the best life lessons he learned, and every line is a must-read"
9/18/2019,Federal agency resists paying North Dakota oil protest cost
9/18/2019,U.S. oil futures extend losses to a second session
9/18/2019,"Global growth is slowing; gold price could hit $25,000 long-term"
9/18/2019,"Oct. WTI oil falls $1.23, or 2.1%, to settle at $58.11/bbl"
9/18/2019,Gold prices weaker as Federal Reserve not so easy
9/18/2019,Nigeria's diesel-dependent economy braces for clean-fuel rules
9/18/2019,"Gold futures settle higher, then move lower after Fed decision"
9/18/2019,"Gold prices drop but holding $1,500 after fractured Federal Reserve cuts rates"
9/18/2019,"Golden Predator Mining Corp., Fully Licensed Brewery Creek Gold Mine in the Yukon, CEO Clip Video"
9/18/2019,Colombia opens 59 blocks for bids in next oil auction
,
9/18/2019,Lawyer: Man charged with corn rake killing irate over affair
9/18/2019,Oil prices extend losses after Saudi pledge to restore lost output
9/18/2019,Lawyer: Man charged with corn rake killing irate over affair
9/18/2019,Seattle slows proposed ban on new natural-gas buildings; heating-oil tax advances
9/18/2019,Coffee helps protect Uganda’s endangered mountain gorillas
9/18/2019,"White Gold Corp., Reshaping the Way We Explore Canada's Yukon, CEO Clip Video"
9/18/2019,Pan Global Commences Drilling at the Torrubia Copper Target
9/18/2019,Global Markets: Stocks edge lower with Fed decision on tap; oil slips
9/18/2019,Oil prices fall after Saudi pledge to restore lost output
9/18/2019,"Factbox: Impact of Saudi oil outage on crude, product markets"
9/18/2019,"Gold investors should watch support at $1,492 if the Federal Reserve disappoints - Hightower"
9/18/2019,Crypto Not Competitive With Gold: Barrick Gold Exec
9/18/2019,3 Reasons Why There's Further Upside Potential for Gold Prices
9/18/2019,Transition Metals Intersects 9.0 Metres Averaging 6.14 g/t Gold Confirming New Zones of Mineralization at Highland
9/18/2019,Majedie Asset Management Ltd : Majedie Asset Management Ltd: Form 8.3 - NOSTRUM OIL & GAS PLC
9/18/2019,WTI oil futures trade near session lows on Nymex
9/18/2019,"Oct. WTI oil down $1.44, or 2.4%, to $57.90/bbl after $57.68 low"
,
9/18/2019,UPDATE 1-Venezuela slows oil output and blending as inventories mount
9/18/2019,Stocks edge lower with Fed decision on tap; oil slips
9/18/2019,GLOBAL MARKETS-Stocks edge lower with Fed decision on tap; oil slips
9/18/2019,Mexico says no need to modify oil price in budget after Saudi Arabia attacks
9/18/2019,Coffee On Speaker: Starbucks Teams Up With Alibaba To Offer Voice Ordering In China
9/18/2019,Is Yamana Gold (AUY) Outperforming Other Basic Materials Stocks This Year?
9/18/2019,B2Gold (BTG) Raises Stake in Gramalote Gold JV in Colombia
9/18/2019,Who is behind Saudi oil attack?
9/18/2019,Defense chief denounces drone attacks on Saudi Arabian oil facilities
9/18/2019,"In West Seattle, Ballard, Green Lake and Belltown: 4 new happy hours that include burgers and a souped-up crab corn dog"
9/18/2019,Barrick Gold (GOLD) Upgraded to Buy: What Does It Mean for the Stock?
9/18/2019,"Ethos & Vior Define Multiple Drill Targets at the Ligneris Gold Project, Abitibi, Quebec, and Prepare for a Minimum 6,000m Drill Campaign"
9/18/2019,Advance Gold Plans Additional Drilling and further Geophysics at Tabasquena Project in Prolific Zacatecas State of Mexico
9/18/2019,"Global Markets: Oil prices slip on Saudi pledge, financial markets look to Fed"
9/18/2019,"Gold moves above unchanged, at session highs, as traders buy the dip"
9/18/2019,ETF Spotlight: Oil slides lower after two-day streak
9/18/2019,Profit From the Oil Rush With These ETFs
9/18/2019,EIA reports a rise in U.S. crude-oil supplies for the first time in 5 weeks
9/18/2019,"The Zacks Analyst Blog Highlights: Alamos Gold, Franco-Nevada, Kirkland Lake Gold and AngloGold Ashanti"
9/18/2019,InvestmentPitch Media Video Discusses Solitario Zinc's Update on Continuing 2019 Drilling Program on its Florida Canyon Zinc Project in Peru - Video Available on Investmentpitch.com
9/18/2019,Crude Oil Prices Fall Again But Report Of Saudi Airstrike Adds To Tension
9/18/2019,Fin24.com | Drone attacks to hit petrol: 42% of SA's oil imports come from Saudi Arabia
9/18/2019,Gold prices ignore strong rise in U.S. housing construction data
9/18/2019,Contact Gold Continues to Extend Gold Mineralization at the Appaloosa Zone at Pony Creek
9/18/2019,"Futures Movers: Oil stretches losses to 2nd session, with Saudi output on the mend and U.S. supplies on the rise"
9/18/2019,"Oil prices slip on Saudi pledge, financial markets look to Fed"
9/18/2019,Saudi Arabia promises concrete proof Iran behind oil strikes
9/18/2019,WRAPUP 3-Saudi Arabia promises concrete proof Iran behind oil strikes
9/18/2019,Oil extends declines after Saudi pledge to restore lost output
9/18/2019,"GLOBAL MARKETS-Oil prices slip on Saudi pledge, financial markets look to Fed"
9/18/2019,"UPDATE 2-Exxon Mobil puts Australian Bass Strait oil, gas assets up for sale"
9/18/2019,Saudi Arabia promises concrete proof Iran behind oil attack
9/18/2019,U.S. crude-oil inventories up 1.1 million barrels last week: EIA
9/18/2019,October WTI crude trades at $58.31/bbl on Nymex vs. $58.27 before supply data
,
9/18/2019,"Inca One Produces 1,987 Oz of Gold in August 2019"
9/18/2019,"Metals Stocks: Gold ends higher, heads lower in electronic trade after Fed cuts key interest rate"
9/18/2019,2 Palladium Stocks to Watch
9/18/2019,"Gold, silver prices weaker; Fed decision looms"
,
9/18/2019,ALX Uranium Corp. Announces Drilling Underway at Close Lake Uranium Project in Athabasca Basin
9/18/2019,Standard Life Aberdn : Form 8.3 - Nostrum Oil & Gas plc
9/18/2019,"Oil and Gas Devt Co : Financial Results for the year ended June 30, 2019"
9/18/2019,Aben Resources Ltd : Aben Continues to Expand Mineralized Footprint at the North Boundary Zone at the Forrest Kerr Gold Project in BC’s Golden Triangle
9/18/2019,"RPT-Venezuela slows oil output, blending as stocks mount -sources, data"
9/18/2019,Oil Stabilizes As Saudi Output Restoration Calms Market Fears
9/18/2019,WRAPUP 2-Saudi Arabia promises concrete proof Iran behind oil attack
9/18/2019,Saudi Arabia joins US maritime operation in Persian Gulf after oil attacks
9/18/2019,"Global Markets: Caution rules oil, financial markets due to Middle East worries, Fed"
9/18/2019,Oil steadies after Saudi pledges to restore output lost in attacks
9/18/2019,Gold holds tight range as investors await Fed verdict
9/18/2019,LafargeHolcim announces Euro145m investment in CO2 efficiency improvement
9/18/2019,Flossbach von Storch : Form 8.3 - [Barrick Gold Corporation]
9/18/2019,UPDATE 1-Saudi finmin sees weaker 2019 GDP growth due to OPEC-led cuts
9/18/2019,Kvaerner Plans to Grow in Oil and gas projects & in Renewable Industries
