DateTime,news,polarity_description,polarity,subjectivity
2019-07-18,PRECIOUS-Gold eases from two-week high on profit-taking after Fed-driven rally,Positive,0.16,0.5399999999999999
2019-07-18,Gold eases from two-week high on profit-taking after Fed-driven rally,Positive,0.16,0.5399999999999999
2019-07-18,Gold Bulls Take Charge,Neutral,0.0,0.0
2019-07-18,Ray Dalio backs gold as a top investment if central banks cut rates,Positive,0.25,0.375
2019-07-18,"Gold, Silver Bulls Remain In Command",Neutral,0.0,0.0
2019-07-18,Barrick: 2Q Gold Output Comparable To 1Q,Neutral,0.0,0.0
2019-07-18,Three French troops killed in Guiana gold-mining raid,Negative,-0.1,0.0
2019-07-19,"Wall St., Main St. See Gold Prices Maintaining Upward Momentum",Positive,0.16666666666666666,0.3333333333333333
2019-07-19,Gold eases from six-year peak but remains on track for weekly gain,Neutral,0.0,0.0
2019-07-19,Patagonia Gold PLC : Court Sanction of Scheme of Arrangement,Neutral,0.0,0.0
2019-07-19,Royal Bank of Canada : Form 8.5 (EPT/NON-RI) Barrick Gold,Neutral,0.0,0.0
2019-07-19,"Asia Gold: Consumers cash in on price rally, some switch to silver",Neutral,0.0,0.0
2019-07-19,"The Zacks Analyst Blog Highlights: Kinross Gold, Franco-Nevada, Barrick Gold, New Gold and Newmont Goldcorp",Positive,0.13636363636363635,0.45454545454545453
2019-07-19,"American Creek Reports That Treaty Creek JV Partner Tudor Gold Has Received a Further $3,000,000 in Exploration Funding from Eric Sprott",Neutral,0.0,0.25
2019-07-19,Spanish Mountain Gold Announces Non-brokered Private Placement,Neutral,0.0,0.1875
2019-07-19,Shi wins third successive 3-meter springboard gold at worlds,Positive,0.15,0.1
2019-07-19,NASA's Relationship With Gold As World Celebrates 50th Anniversary Of Apollo 11 Moon Landing,Neutral,0.0,0.0
2019-07-19,"Gold ends lower for the session, pares weekly gain to 1%",Neutral,0.0,0.0
2019-07-19,Gold Prices Holding Their Ground As Markets Continue Rate Cut Debate - Analysts,Neutral,0.0,0.0
2019-07-19,"Major Crypto Markets Report Mixed Signals, Gold Slightly Fell",Negative,-0.03472222222222222,0.3055555555555555
2019-07-19,Barrick Gold (GOLD) Flat As Market Sinks: What You Should Know,Negative,-0.0625,0.0625
2019-07-19,UBS Upbeat On Gold But Says 'Caution Remains Warranted',Neutral,0.0,0.0
2019-07-19,Metals Stocks: Gold loses steam after tapping fresh 6-year highs,Neutral,0.0,0.3
2019-07-19,"Gold surges above $1,450 as rate cut hopes, Iran tensions fuel demand",Neutral,0.0,0.1
2019-07-19,Gold Bulls Party On,Neutral,0.0,0.0
2019-07-19,A Gold Road to Gruyere and beyond,Neutral,0.0,0.0
2019-07-19,Cora Gold Limited : Gold Mineralisation at Depth at Sanankoro,Negative,-0.07142857142857142,0.14285714285714285
2019-07-19,Highland Gold Mining : Q2 2019 Operating Results,Neutral,0.0,0.0
2019-07-19,Tectonic Gold Plc : 2018/19 R&D Tax Incentive Approval,Neutral,0.0,0.0
2019-07-19,A different era: Oda wins Japanâ€™s first Olympic gold in 1928,Positive,0.18333333333333335,0.37777777777777777
2019-07-19,ACACIA MINING PLC : Offer by Barrick Gold Corporation,Neutral,0.0,0.0
2019-07-19,Tumbling bond yields kindle investor demand for gold,Neutral,0.0,0.0
2019-07-19,A different era: Oda wins Japan's first Olympic gold in 1928,Positive,0.18333333333333335,0.37777777777777777
2019-07-19,Barrick Gold strikes pact to buy Acacia Mining,Neutral,0.0,0.0
2019-07-19,Benchmark Commences Exploration and Drilling at the Lawyers Gold-Silver Property,Neutral,0.0,0.0
2019-07-19,"Gold eases after breaching $1,450/oz on rate-cut hopes, Iran tensions",Neutral,0.0,0.0
2019-07-19,JPMorgan AG : Form 8.5 (EPT/NON-RI)- Barrick Gold Corporation,Neutral,0.0,0.0
2019-07-19,Spain struggles to regulate renewable energy gold rush,Neutral,0.0,0.0
2019-07-19,JP Morgan Sec LLC : Form 8.5 (EPT/NON-RI)- Barrick Gold Corporation,Negative,-0.1,0.6
2019-07-19,Fin24.com | Platinum giants eye Sibanye's gold mining deal as wage yardstick,Neutral,0.0,0.0
2019-07-19,Gold Prices Power To 6-Yr. High On Easy Fed,Positive,0.2966666666666667,0.6866666666666666
2019-07-20,Australia wins mixed 3-meter synchro diving gold at worlds,Positive,0.15,0.225
2019-07-21,Gold-Backed Iranian Cryptocurrency Is Designed To Evade Sanctions,Neutral,0.0,0.0
2019-07-21,Simone Biles takes gold medal at US Classic gymnastics,Positive,0.16666666666666666,0.16666666666666666
2019-07-22,Gold Prices See A Healthy Pause Monday,Positive,0.5,0.5
2019-07-22,Gold Prices See Normal Pullback; Silver Up,Positive,0.15,0.6499999999999999
2019-07-22,Roscan Expands Gold Zone at Mankouke and Makes a New Discovery at Its Kandiole Project in Western Mali,Positive,0.06818181818181818,0.22727272727272727
2019-07-22,Are Investors Undervaluing Kinross Gold (KGC) Right Now?,Positive,0.2857142857142857,0.5357142857142857
2019-07-22,SP Angel: Gold Poised For Major Bull Run,Positive,0.0625,0.5
2019-07-22,"CORRECTED-PRECIOUS-Gold steady as big rate cut bets fade, analysts eye further upside",Positive,0.05555555555555555,0.3666666666666667
2019-07-22,Money Managers Favor Silver Over Gold Futures,Neutral,0.0,0.0
2019-07-22,"Corrected: Gold steady as big rate cut bets fade, analysts eye further upside",Positive,0.05555555555555555,0.3666666666666667
2019-07-22,Gold holds steady as investors await Fed rate cut decision,Positive,0.16666666666666666,0.5
2019-07-22,Highvista Gold Inc. Announces CFO Transition,Neutral,0.0,0.0
2019-07-22,"StrikePoint Gold Inc. Closes $2,090,490 Private Placement",Neutral,0.0,0.375
2019-07-22,"The Zacks Analyst Blog Highlights: Atlantic Power, American Water, KB, Kinross Gold and Royal Gold",Neutral,0.0,0.0
2019-07-22,Gold holds six-year high on Fed rate cut expectations,Positive,0.16,0.5399999999999999
2019-07-22,Gold Heats Up And Silver Joins The Race,Neutral,0.0,0.0
2019-07-22,3 Things to Watch When Yamana Gold Reports Q2 Earnings,Neutral,0.0,0.0
2019-07-22,Gold Pulls Back To Support,Neutral,0.0,0.0
2019-07-22,AIM : Suspension - Patagonia Gold Plc,Neutral,0.0,0.0
2019-07-22,"PRECIOUS-Gold steady as big rate cut bets fade, analysts eye further upside",Positive,0.05555555555555555,0.3666666666666667
2019-07-22,Superpower by Russell Gold,Neutral,0.0,0.0
2019-07-22,Gold ticks up on Iran tensions; firmer dollar limits upside,Neutral,0.0,0.0
2019-07-22,"Ray Dalio, who just made a big gold recommendation, is missing the 2019 market comeback",Negative,-0.1,0.07500000000000001
2019-07-22,Serabi Gold plc : Serabi maintains production guidance following successful second quarter,Positive,0.25,0.35000000000000003
2019-07-22,JPMorgan Sec.Plc : Form 8.5 (EPT/RI) - Barrick Gold Corporation,Neutral,0.0,0.0
2019-07-22,PRECIOUS-Gold ticks higher on Iran tensions; firmer dollar limits upside,Positive,0.25,0.5
2019-07-22,ML Gold to Change Name to M3 Metals,Neutral,0.0,0.0
2019-07-22,Galantas Gold Corp : UNDERGROUND DEVELOPMENT REACHES VEIN ON 4TH LEVEL,Neutral,0.0,0.0
2019-07-22,PRECIOUS-Gold ticks up on Iran tensions; firmer dollar limits upside,Neutral,0.0,0.0
2019-07-22,JP Morgan Sec LLC : Form 8.5 (EPT/NON-RI) - Barrick Gold Corporation,Negative,-0.1,0.6
2019-07-22,"Gold steady as big rate cut bets fade, analysts eye further upside",Positive,0.05555555555555555,0.3666666666666667
2019-07-22,Patagonia Gold PLC : Scheme of arrangement becomes Effective,Positive,0.6,0.8
2019-07-22,Gold Bullion Secs : Issue of Gold Bullion Securities Limited,Negative,-0.07142857142857142,0.14285714285714285
2019-07-22,Metals Stocks: Silver closes at 13-month high as gold ekes out a gain,Positive,0.16,0.5399999999999999
2019-07-22,Crystal Lake Outlines Large-Scale Copper-Gold-Rich System at Burgundy Ridge,Neutral,0.0,0.0
2019-07-23,Metals Stocks: Gold futures fall; silver ends at more than 1-year high,Positive,0.33,0.52
2019-07-23,Gold Prices Push Above Unchanged As Traders Buy The Dip,Neutral,0.0,0.1
2019-07-23,Kirkland Lake Gold (KL) Reports Next Week: Wall Street Expects Earnings Growth,Neutral,0.0,0.0
2019-07-23,Has Kirkland Lake Gold (KL) Outpaced Other Basic Materials Stocks This Year?,Negative,-0.0625,0.25
2019-07-23,Is Eldorado Gold a Buy?,Neutral,0.0,0.0
2019-07-23,$5 Million Worth of Gold Seized at Heathrow Airport,Positive,0.3,0.1
2019-07-23,TDS: Gold Range-Bound For Now; Silver To Hit $17 In 2019,Neutral,0.0,0.0
2019-07-23,"The Zacks Analyst Blog Highlights: Approach Resources, Holly Energy, AngloGold, Royal Gold and Kinross Gold",Neutral,0.0,0.0
2019-07-23,Russia's Total Gold Reserves Top $100 Billion As Central Bank Adds Another 600K Ounces In June,Positive,0.16666666666666666,0.5
2019-07-23,Gold holds steady as weak U.S. data offsets strong dollar,Positive,0.07499999999999998,0.6194444444444445
2019-07-23,Strong Greenback Dings Gold Bulls,Positive,0.4333333333333333,0.7333333333333333
2019-07-23,Gold logs biggest 1-day loss in nearly 2 weeks; silver ends at 1-year high,Positive,0.13,0.47
2019-07-23,Wrestler Taymazov loses second Olympic gold medal for doping,Negative,-0.15,0.05
2019-07-23,"Metals Creek Resources Corp. Provides Update on The Dona Lake Gold Property, Ontario",Neutral,0.0,0.0
2019-07-23,Greece seeks to kickstart stalled Eldorao gold mine investment,Neutral,0.0,0.0
2019-07-23,Gold Edges Up As U.S. Existing Home Sales Disappoint,Neutral,0.0,0.0
2019-07-23,Gold slips on strong dollar but weak U.S. data caps losses,Positive,0.029166666666666646,0.6791666666666667
2019-07-23,Brexit With Boris: Can Gold Soar On Renewed Turbulence?,Neutral,0.0,0.0
2019-07-23,What Makes Kirkland Lake Gold (KL) a Strong Momentum Stock: Buy Now?,Positive,0.4333333333333333,0.7333333333333333
2019-07-23,REFILE-Greece seeks to kickstart stalled Eldorado gold mine investment,Neutral,0.0,0.0
2019-07-23,InvestmentPitch Media Video Discusses Ximen Mining's Plans for Exploration and Bulk Sampling at its 100% Owned Kenville Gold Mine - Video Available on Investmentpitch.com,Positive,0.4,0.4
2019-07-23,"As Expected, the Gold Apple Watch Was a Flop",Negative,-0.1,0.4
2019-07-23,Swick awarded three-year extension with gold JV,Neutral,0.0,0.0
2019-07-23,"Gold prices slip on dollar strength, profit-taking",Neutral,0.0,0.0
2019-07-23,IronRidge Resources : Exploration Update - Cote d'Ivoire Gold Project,Neutral,0.0,0.0
2019-07-23,AIM : Cancellation - Patagonia Gold Plc,Neutral,0.0,0.0
2019-07-23,Shanta Gold Limited : Ilunga Underground Achieves Commercial Production,Negative,-0.03571428571428571,0.07142857142857142
2019-07-23,Chaarat Gold Hlgs Ld : Issuance of shares and holding in Company,Neutral,0.0,0.0
2019-07-23,"Condor Gold PLC : Permitting Update on La India Project, Nicaragua",Neutral,0.0,0.0
2019-07-23,"Ring the Bell Capital Corp. Files Filing Statement, Obtains Conditional Approval for Qualifying Transaction with Croesus Gold Corp., with Resulting Issuer to Be Renamed ""Arizona Metals Corp.""",Neutral,0.0,0.0
2019-07-23,Acacia Mining Recommends Offer by Barrick Gold Corporation,Neutral,0.0,0.0
2019-07-23,Barrick Gold Announces Preliminary Q2 Production results,Neutral,0.0,0.0
2019-07-23,Gold eases as dollar strengthens on U.S. debt deal,Neutral,0.0,0.0
2019-07-23,Gold Prices See Normal Pause This Week,Positive,0.15,0.6499999999999999
2019-07-23,"Serabi Gold plc : Mike Hodgson, CEO of Serabi interviewed by BRR Media",Neutral,0.0,0.0
2019-07-23,"Ethos Gold Corp.: Drilling Commences at Carlin East Project, Nevada",Neutral,0.0,0.0
2019-07-23,Gold Bulls Getting Nervous,Neutral,0.0,0.0
2019-07-23,"Gold prices slip on stronger dollar, profit-taking",Neutral,0.0,0.0
2019-07-23,Spearmint Increases Acreage of the Hammernose Prospect in BC After Encountering Positive Gold and Copper Indicators,Positive,0.22727272727272727,0.5454545454545454
2019-07-23,Cabral Gold Increases Size of Private Placement,Neutral,0.0,0.375
2019-07-24,"UPDATE 2-Freeport swings to quarterly loss as copper, gold output drops",Neutral,0.0,0.0
2019-07-24,Gold At Daily Highs After U.S. Markit Manufacturing PMI Drops To 50,Neutral,0.0,0.0
2019-07-24,Ely Gold Royalties Signs Much Anticipated Option Agreement with Contact Gold,Positive,0.2,0.2
2019-07-24,"Gold Moves Little On News of 7% Rise In U.S. New-Home Sales To 646,000",Negative,-0.1875,0.5
2019-07-24,Osisko Gold Royalties (OR) Reports Next Week: What You Should Expect,Neutral,0.0,0.0
2019-07-24,Kinross Gold (KGC) Expected to Beat Earnings Estimates: What to Know Ahead of Q2 Release,Negative,-0.1,0.4
2019-07-24,"Gold Pauses, Silver Rallies To 12-Mo. High",Positive,0.16,0.5399999999999999
2019-07-24,UPDATE 1-Agnico Eagle Mines beats profit estimates on higher gold prices,Positive,0.25,0.5
2019-07-24,Kirkland Lake Gold (KL) Stock Sinks As Market Gains: What You Should Know,Negative,-0.1,0.0
2019-07-24,"$1 Million Worth of Gold, Silver Up for Grabs This Summer",Positive,0.3,0.1
2019-07-24,"PRECIOUS-Gold rises on Fed rate cut bets, weak euro zone data",Negative,-0.375,0.625
2019-07-24,Goldman Chooses Japanese Yen Over Gold As Best Hedge,Positive,0.5,0.15
2019-07-24,Metals Stocks: Gold gains as downbeat economic data feed prospects for easier monetary policies by central banks,Positive,0.1,0.225
2019-07-24,"UPDATE 3-Freeport swings to quarterly loss as copper, gold output drops",Neutral,0.0,0.0
2019-07-24,"Gold rises on Fed rate cut bets, weak euro zone data",Negative,-0.375,0.625
2019-07-24,"UPDATE 1-Freeport swings to quarterly loss as copper, gold output drops",Neutral,0.0,0.0
2019-07-24,"Gold, Silver Prices Back In Rally Mode Amid Bullish Charts",Neutral,0.0,0.0
2019-07-24,Gold crawls higher on Middle East tensions; dollar rally caps gains,Positive,0.125,0.25
2019-07-24,CORRECTION FROM SOURCE: Seabridge Gold Secures $17.0 Million Private Placement,Neutral,0.0,0.375
2019-07-24,Cora Gold Limited : New Exploration Permit Granted,Positive,0.032467532467532464,0.2987012987012987
2019-07-24,Seabridge Gold Secures US$17.0 Million Private Placement,Neutral,0.0,0.375
2019-07-24,Arkle Resources PLC : Significant Gold Anomalies at Mine River Project,Positive,0.375,0.875
2019-07-24,"Provenance Gold Plans Drilling Program at Silver Bow, Nevada on Strong Exploration Results to Date",Positive,0.4333333333333333,0.7333333333333333
2019-07-24,Nova Minerals 2019 Drill Program to Commence at Officer Hill Gold,Neutral,0.0,0.0
2019-07-24,"1 Year: Tokyo Olympics unveil gold, silver, bronze medals",Neutral,0.0,0.0
2019-07-24,Gold rises as markets anticipate rate cuts,Neutral,0.0,0.0
2019-07-24,"Gold, China - What's Next?",Neutral,0.0,0.0
2019-07-24,Desert Gold Earns an Initial 55% Interest in 104km2 Western Mali Land Package,Neutral,0.0,0.0
2019-07-24,"Contact Gold Acquires Past Producing Green Springs Gold Project, South Carlin Trend, Nevada",Negative,-0.225,0.275
2019-07-24,Freeport-McMoRan Q2 gold sales 189K ounces vs. 676K ounces a year ago,Neutral,0.0,0.0
2019-07-24,Freeport-McMoRan Q2 gold sales was below April estimate of 265K ounces,Neutral,0.0,0.0
2019-07-24,Carube Announces Till Sampling Results from Stewart Brook Gold Project,Neutral,0.0,0.0
2019-07-25,"Gold market bullish for Harmony, but Wafi-Golpu delay fuels concern about long-term prospects",Neutral,0.0,0.0
2019-07-25,Katoro Gold PLC : Issue of Fee Shares and Total Voting Rights,Neutral,0.0,0.75
2019-07-25,Gold Priced In Euros Erases Gains As ECB's Draghi Paves Way For Fresh Stimulus,Positive,0.3,0.5
2019-07-25,RBC Capital Markets : Form 8.5 (EPT/NON-RI) Barrick Gold,Neutral,0.0,0.0
2019-07-25,Gold Loses Altitude After Upbeat U.S. Economic Data,Negative,-0.04999999999999999,0.15000000000000002
2019-07-25,Gold falls from one-week high on robust U.S. data,Positive,0.16,0.5399999999999999
2019-07-25,Gold Mining ETFs: What You Need to Know,Neutral,0.0,0.0
2019-07-25,Barrick Gold (GOLD) Dips More Than Broader Markets: What You Should Know,Positive,0.5,0.5
2019-07-25,BAANG Vs. FAANG Stocks: Here's Why You Canâ€™t Go Wrong With These Gold Miners,Negative,-0.5,0.9
2019-07-25,"Gold, Silver Prices Dinged By Some Stronger U.S. Economic Data",Positive,0.2,0.2
2019-07-25,Gold Miners Worth A Second Look,Positive,0.15,0.05
2019-07-25,Gold logs sharpest fall in 3 weeks after ECB decision,Neutral,0.0,0.0
2019-07-25,Argo Gold Initiates Follow-Up Exploration at the Woco Gold Project,Neutral,0.0,0.0
2019-07-25,Provenance Gold to Conduct Private Placement,Neutral,0.0,0.375
2019-07-25,"Yamana Gold Posts 2Q In-Line Profit, Reduces Debt",Neutral,0.0,0.0
2019-07-25,Getchell Gold Announces Resignation of Stringer and Clausi,Neutral,0.0,0.0
2019-07-25,Metals Stocks: Gold logs sharpest drop in about 3 weeks,Neutral,0.0,0.0
2019-07-25,"Gold dips on firmer dollar, profit-taking; focus on ECB outcome",Neutral,0.0,0.0
2019-07-25,Gold Pares Gains After June U.S. Durable-Goods Orders Rise 2%,Neutral,0.0,0.0
2019-07-25,Alamos Gold (AGI) is an Incredible Growth Stock: 3 Reasons Why,Positive,0.7,0.95
2019-07-25,"Gold prices slip on firmer dollar, profit-taking; focus on ECB outcome",Neutral,0.0,0.0
2019-07-25,Gold isnâ€™t necessarily an investment â€” itâ€™s life insurance,Neutral,0.0,1.0
2019-07-25,Royal Bank of Canada : Form 8.5 (EPT/NON-RI) Barrick Gold Corp.,Neutral,0.0,0.0
2019-07-25,Greatland Gold PLC : Results from Newcrest's Drill Campaign at Havieron,Neutral,0.0,0.0
2019-07-25,Benchmark Granted 5 Year Work Permit for the Lawyers Gold-silver Property,Neutral,0.0,0.0
2019-07-25,Gold steadies ahead of ECB decision; firm dollar dents appeal,Negative,-0.2,0.4
2019-07-25,Klondike Gold Commences Drilling at Lone Star Zone,Neutral,0.0,0.0
2019-07-25,Newcrest strengthens Cadia as Australiaâ€™s leading gold producer,Neutral,0.0,0.0
2019-07-25,CANADA STOCKS-TSX futures little changed as gold steadies,Negative,-0.1875,0.5
2019-07-25,Gold Resting; Silver Continues To Run,Neutral,0.0,0.0
2019-07-25,Will Yamana Gold Continue to Surge Higher?,Positive,0.25,0.5
2019-07-25,Desert Gold Closes $3.5 Million Oversubscribed Non-Brokered Private Placement,Neutral,0.0,0.375
2019-07-25,"Gold holds steady as focus shifts to ECB, investors eye rate cuts",Positive,0.16666666666666666,0.5
2019-07-25,Gold Prices Solidly Up As ECB Leans Easy,Positive,0.21666666666666667,0.4666666666666667
2019-07-25,Japan Gold Commences Drilling Program at the Ikutahara Gold Project in Hokkaido,Neutral,0.0,0.0
2019-07-25,Nova Minerals 3D Modelling Confirms Large IRGS Target at Estelle Gold,Positive,0.21428571428571427,0.42857142857142855
2019-07-26,"Asia Gold: Consumers turn sellers after prices rally, silver shines",Neutral,0.0,0.0
2019-07-26,Metals Stocks: Gold settles higher after first read of U.S. second-quarter GDP,Positive,0.25,0.41666666666666663
2019-07-26,Corrected: Gold consolidates ahead of U.S. data with focus on Fed,Neutral,0.0,0.0
2019-07-26,Gold deal expires as sales by European central bank dwindle,Neutral,0.0,0.125
2019-07-26,Royal Bank of Canada : Form 8.5 (EPT/NON-RI) Barrick Gold,Neutral,0.0,0.0
2019-07-26,What Makes Royal Gold (RGLD) a Strong Momentum Stock: Buy Now?,Positive,0.4333333333333333,0.7333333333333333
2019-07-26,Gold gains as U.S. inflation offsets GDP data,Neutral,0.0,0.0
2019-07-26,Newmont Goldcorp Q2 Report Hits Gold Mining ETFs: Buy the Dip,Neutral,0.0,0.0
2019-07-26,Xtra-Gold Clarifies Technical Disclosures,Neutral,0.0,0.1
2019-07-26,Hereâ€™s Why Miners Beat Gold This Year,Neutral,0.0,0.0
2019-07-26,Europe's central banks ditch 20-year-old gold sales agreement,Neutral,0.0,0.25
2019-07-26,Waiting to Exhale: Gold Keeps Its Cool Ahead of Next Week's Fed,Positive,0.175,0.325
2019-07-26,"Gold ends Friday higher, but snaps weekly string of gains",Positive,0.25,0.5
2019-07-26,Two Scenarios For Gold Next Week As Fed Reveals Its Hand,Neutral,0.0,0.0
2019-07-26,No sign of thieves who stole $30 million in gold in Brazil,Neutral,0.0,0.0
2019-07-26,"Wall St., Main St.: Gold To Shine During FOMC Week",Positive,0.16666666666666666,0.3333333333333333
2019-07-26,Gold Hits Daily High After Modest Dip Following U.S. GDP,Positive,0.065,0.385
2019-07-26,Gold Prices Drop On Slightly Better-Than-Expected GDP Data In Q2,Negative,-0.16666666666666666,0.16666666666666666
2019-07-26,Imperial Mining Mobilizes Crews to Resume Exploration on the Opawica Gold Project in Quebec,Neutral,0.0,0.0
2019-07-26,Enforcer Gold Announces Completion of 3:1 Share Consolidation,Neutral,0.0,0.0
2019-07-26,Condor Gold PLC : Completion of Â£4.04 Million Private Placement,Neutral,0.0,0.375
2019-07-26,JPMorgan Sec.Plc : Form 8.5 (EPT/RI)- Barrick Gold Corporation,Neutral,0.0,0.0
2019-07-26,JP Morgan Sec LLC : Form 8.5 (EPT/NON-RI)- Barrick Gold Corporation,Negative,-0.1,0.6
2019-07-26,JP Morgan Sec LLC : Form 8.5 (EPT/NON-RI)- Barrick Gold Corp AMEND,Negative,-0.1,0.6
2019-07-26,Chaarat Gold Hlgs Ld : Results of Annual General Meeting,Positive,0.05000000000000002,0.5
2019-07-26,Osisko Mining Discovers Significant New Wide High-Grade Gold Zone,Positive,0.13712121212121212,0.5765151515151515
2019-07-26,Gold crawls up on rate-cut bets; focus on U.S. GDP data,Neutral,0.0,0.0
2019-07-26,Standard Chartered Expects Big Jump In 1H Central-Bank Gold Buying,Neutral,0.0,0.05
2019-07-26,Gold gains on rate-cut hopes; focus on U.S. GDP data,Neutral,0.0,0.0
2019-07-26,Gold consolidates ahead of U.S. data with focus on Fed,Neutral,0.0,0.0
2019-07-26,"Gold, Silver Prices Hold",Neutral,0.0,0.0
2019-07-26,Cabral Gold Announces Closing of Over-Subscribed Private Placement,Neutral,0.0,0.375
2019-07-26,"ArcWest Delineates New Gold and Copper Targets, Expands Oxide Peak Porphyry Copper-Gold Project, Toodoggone District, B.C.",Positive,0.13636363636363635,0.45454545454545453
2019-07-26,Roxgold Files Technical Report for the Seguela Gold Project,Neutral,0.0,0.1
2019-07-26,Globex Mining acquires Standard Gold Property,Neutral,0.0,0.0
2019-07-26,Gold Prices Dip Slightly As U.S. GDP Just Above Forecasts,Negative,-0.08333333333333333,0.13333333333333333
2019-07-26,"American Creek Announces $300,000 Financing to Advance Golden Triangle Assets. Launches Online Marketing and CEO Verified Forum on AGORACOM to Raise Awareness for Treaty Creek JV with Tudor Gold",Positive,0.15,0.25
2019-07-27,"Between gold, silver and bitcoin, here's the most popular safety play with traders",Positive,0.55,0.7
2019-07-27,Dressel wins 100 fly for 5th gold at world swim meet,Positive,0.55,0.55
2019-07-28,Brazil says 1 suspect nabbed in  $30 million gold heist,Neutral,0.0,0.0
2019-07-29,Solid Production to Aid Kirkland Lake Gold (KL) Q2 Earnings?,Neutral,0.0,0.1
2019-07-29,Metals Stocks: Gold ends marginally higher ahead of kickoff of Fed policy gathering,Positive,0.25,0.5
2019-07-29,Cordoba Announces Positive Preliminary Economic Assessment for the San Matias Copper-Gold-Silver Project,Positive,0.21363636363636362,0.3727272727272727
2019-07-29,Gold Investors Could Be Disappointed With Fed 25-BP Cut - CME Chief Economist,Negative,-0.75,0.75
2019-07-29,What Makes Eldorado Gold (EGO) a Strong Momentum Stock: Buy Now?,Positive,0.4333333333333333,0.7333333333333333
2019-07-29,3 now arrested in Brazil airport gold heist,Neutral,0.0,0.0
2019-07-29,Japan Gold Reports High-Grade Rock Samples and Commences Geophysical Exploration Programs over the Kitano-o Gold Prospect,Neutral,0.0,0.0
2019-07-29,Chesapeake Gold Announces $15 Million Private Placement Financing,Neutral,0.0,0.375
2019-07-29,Here's Why Momentum Investors Will Love Harmony Gold (HMY),Positive,0.5,0.6
2019-07-29,"Gold, Silver Slightly Up As FOMC On Deck",Negative,-0.16666666666666666,0.16666666666666666
2019-07-29,Gold settles slightly higher a day before Fed meeting kicks off,Positive,0.25,0.5
2019-07-29,"Beat the System: Watch out, America: China and Russia are stockpiling gold",Neutral,0.0,0.0
2019-07-29,Ely Gold Announces Results of Annual General Meeting of Shareholders and Grants Stock Options,Positive,0.05000000000000002,0.5
2019-07-29,Gold Prices: 50-Year Price Analysis And Production-Demand Dynamics,Neutral,0.0,0.0
2019-07-29,Australia's Gold Production To Hit New Record Highs This Year - Report,Positive,0.13636363636363635,0.45454545454545453
2019-07-29,Getchell Gold Corp. files Audited Financial Statements,Neutral,0.0,0.0
2019-07-29,Blackrock Gold Updates Exploration Progress at Silver Cloud Property in Nevada,Neutral,0.0,0.0
2019-07-29,"Gold steady as markets eye Fed meet, U.S.-China trade talks in focus",Positive,0.16666666666666666,0.5
2019-07-29,Blue Star Gold Corp. Exercising Option for 100% of Ulu Gold Project in Nunavut and Announcing Private Placement with Insider Participation and Related Transactions,Neutral,0.0,0.2916666666666667
2019-07-29,"Commander Sampling Returns High Gold and Silver from Sabin Property, Ontario",Positive,0.16,0.5399999999999999
2019-07-29,Brazil says 1 suspect nabbed in  $30 million gold heist,Neutral,0.0,0.0
2019-07-29,Prospector discovers massive 2kg gold nugget near Ballarat,Positive,0.05,0.7
2019-07-29,Katoro Gold PLC : Update re Gold Projects,Neutral,0.0,0.0
2019-07-29,Brazil police say one arrested in $29m gold robbery case,Neutral,0.0,0.0
2019-07-29,Gold rises as markets brace for Fed meeting,Neutral,0.0,0.0
2019-07-29,Gold revival drives desire for precious metal ETFs,Positive,0.5,1.0
2019-07-29,Cora Gold Limited : Gold mineralisation confirmed at depth at Zone A,Positive,0.1642857142857143,0.5714285714285714
2019-07-29,Chaarat Gold Hlgs Ld : Kapan Resource and Operational Update,Neutral,0.0,0.0
2019-07-29,Pure Gold Mining Inc : First Nation Agreement for Madsen Red Lake Mine,Positive,0.15476190476190477,0.27777777777777773
2019-07-29,"Gold steady as markets eye Fed meeting, U.S.-China trade talks in focus",Positive,0.16666666666666666,0.5
2019-07-29,Chalice Gold Completes Sale of Quebec Gold Projects,Neutral,0.0,0.0
2019-07-29,Power Metal : Katoro Gold Update,Neutral,0.0,0.0
2019-07-29,Gold holds steady as investors eye Fed's interest rate strategy,Positive,0.16666666666666666,0.5
2019-07-29,"Expect Gold, Silver To Wait For Fed",Neutral,0.0,0.0
2019-07-29,Gold Prices Pausing Ahead Of Big U.S. Data Week,Neutral,0.0,0.1
2019-07-30,Gold Prices Up; U.S. Rate Cut Expected,Negative,-0.1,0.4
2019-07-30,Japan Gold Acquires Three New Gold Projects in the Southern Kyushu Epithermal Gold Province and Relinquishes Copper-Focused Projects,Positive,0.06818181818181818,0.22727272727272727
2019-07-30,Moving Average Crossover Alert: New Gold,Negative,-0.0068181818181818205,0.42727272727272725
2019-07-30,Gold Prices Holding Gains Following Muted Inflation Data,Neutral,0.0,0.1
2019-07-30,FXTM: Gold Awaits Catalyst; Plenty Of Major Events On Tap,Positive,0.0625,0.5
2019-07-30,Gold Prices Drop Slightly Following Strong U.S. Consumer Confidence Numbers,Positive,0.21666666666666665,0.41666666666666663
2019-07-30,Gold Sees Slight Drop As U.S. Pending Home Sales Surprise On The Upside In June,Negative,-0.16666666666666666,0.16666666666666666
2019-07-30,"Zacks.com featured highlights include: United States Cellular, Kirkland Lake Gold, Hasbro and Molina Healthcare",Neutral,0.0,0.0
